CREATE VIEW
id,filename,ref_count,sources
965,bedroom-set-parla-bunk-card.webp,0,""
1029,bedroom-set-parla-bunk-poster.webp,0,""
951,bedroom-set-parla-namemark.webp,0,""
970,bedroom-set-parla-poster.webp,1,designs.slider_media_id
966,bedroom-set-parla-teen-card.webp,0,""
936,bedroom-set-parla.webp,0,""
1356,bedroom-set-shaylin-double-poster-1.webp,1,designs.slider_media_id
1350,bedroom-set-shaylin-double-poster.webp,0,""
937,bedroom-set-skate.webp,1,designs.hero_media_id
1354,bedroom-set-verna-poster-1.webp,1,designs.slider_media_id
1028,bedroom-set-verna-poster.webp,0,""
964,bedroom-set-verna.webp,0,""
130,beraket-1.webp,0,""
201,beraket-2.webp,0,""
222,beraket-3.webp,0,""
250,beraket-4.webp,0,""
17,beraket.webp,0,""
131,box nozad-1.webp,0,""
202,box nozad-2.webp,0,""
90,box nozad.webp,0,""
163,box tahrir.webp,0,""
108,box takht.webp,0,""
223,boz takht.webp,0,""
109,braket-1.webp,0,""
91,braket.webp,0,""
2,breaket.webp,0,""
178,btaket.webp,0,""
1376,bunk-mosaic-tile.jpg,1,categories.mosaic_tile_image_id
