CREATE VIEW
id,filename,ref_count,sources
1357,b&w-1.webp,1,designs.logo_media_id
1349,b&w.webp,0,""
1379,baby-mosaic-tile.jpg,1,categories.mosaic_tile_image_id
341,baloot-bookcase-picture.webp,2,products.seo_og_image_id; products_rels
1374,baloot-bookcase.webp,1,products.collection_tile_image_id
342,baloot-console-3-drawers-picture.webp,4,categories.mosaic_tile_image_id; product_variants.image_id; products.seo_og_image_id; products_rels
1373,baloot-console-3-drawers.webp,1,products.collection_tile_image_id
351,baloot-console-vanity-mirror-picture.webp,2,products.seo_og_image_id; products_rels
1375,baloot-console-vanity-mirror.webp,1,products.collection_tile_image_id
343,baloot-convertible-bed-teen-picture.webp,3,product_variants.image_id; products.seo_og_image_id; products_rels
1372,baloot-convertible-bed-teen.webp,1,products.collection_tile_image_id
993,baloot-double-bed-160-180-high-picture-v2.webp,4,products.seo_og_image_id; products_rels
994,baloot-double-bed-160-180-high-picture.webp,5,designs.hero_media_id; product_variants.image_id; products_rels
995,baloot-double-bed-160-180-low-picture.webp,4,product_variants.image_id; products_rels
344,baloot-nightstand-picture.webp,2,products.seo_og_image_id; products_rels
1370,baloot-nightstand.webp,1,products.collection_tile_image_id
996,baloot-single-bed-100-120-high-picture-v2.webp,3,product_variants.image_id; products_rels
997,baloot-single-bed-100-120-high-picture.webp,3,products_rels; series_occupancies.hero_media_id
1371,baloot-single-bed-100-120-high.webp,2,products.collection_tile_image_id
998,baloot-single-bed-100-120-low-picture.webp,3,product_variants.image_id; products_rels
345,baloot-single-bed-100-high-picture-v2.webp,0,""
346,baloot-single-bed-100-high-picture.webp,1,product_variants.image_id
347,baloot-single-bed-100-low-picture.webp,1,product_variants.image_id
348,baloot-standing-mirror-picture.webp,3,categories.mosaic_tile_image_id; products.seo_og_image_id; products_rels
1369,baloot-standing-mirror.webp,1,products.collection_tile_image_id
349,baloot-study-chair-picture.webp,3,categories.mosaic_tile_image_id; products.seo_og_image_id; products_rels
1368,baloot-study-chair-v2.webp,1,products.collection_tile_image_id
350,baloot-study-desk-picture.webp,2,products.seo_og_image_id; products_rels
1367,baloot-study-desk-v2.webp,1,products.collection_tile_image_id
352,baloot-vanity-4-drawers-picture-v2.webp,3,product_variants.image_id; products.seo_og_image_id; products_rels
353,baloot-vanity-4-drawers-picture.webp,0,""
999,baloot-vanity-5-drawers-picture.webp,1,products_rels
1366,baloot-vanity-6-drawers.webp,1,products.collection_tile_image_id
354,baloot-vanity-chair-picture.webp,2,products.seo_og_image_id; products_rels
1365,baloot-vanity-chair.webp,1,products.collection_tile_image_id
355,baloot-wardrobe-2-doors-mdf-picture.webp,0,""
1000,baloot-wardrobe-2-doors-picture.webp,3,product_variants.image_id; products.seo_og_image_id; products_rels
1364,baloot-wardrobe-2-doors.webp,1,products.collection_tile_image_id
356,baloot-wardrobe-3-doors-mdf-picture.webp,0,""
1001,baloot-wardrobe-3-doors-picture.webp,2,product_variants.image_id; products_rels
1347,bedroom-set-baloot-teen-poster-1.webp,1,designs.slider_media_id
1346,bedroom-set-baloot-teen-poster.webp,0,""
975,bedroom-set-bw-poster.webp,1,designs.slider_media_id
925,bedroom-set-bw.webp,0,""
959,bedroom-set-caroline-double-card.webp,0,""
952,bedroom-set-caroline-namemark.webp,0,""
971,bedroom-set-caroline-poster.webp,1,designs.slider_media_id
960,bedroom-set-caroline-teen-card.webp,0,""
926,bedroom-set-caroline.webp,0,""
1393,bedroom-set-celine-double-poster-1.webp,1,designs.slider_media_id
1392,bedroom-set-celine-double-poster.webp,1,designs.hero_media_id
927,bedroom-set-elegance.webp,1,designs.hero_media_id
1361,bedroom-set-elizabeth-double-poster-1.webp,1,designs.hero_media_id
1362,bedroom-set-elizabeth-double-poster-2.webp,0,""
1363,bedroom-set-elizabeth-double-poster-3.webp,1,designs.slider_media_id
1352,bedroom-set-elizabeth-double-poster.webp,0,""
928,bedroom-set-elizabeth.webp,0,""
929,bedroom-set-gandom.webp,1,designs.hero_media_id
953,bedroom-set-iron-namemark.webp,0,""
972,bedroom-set-iron-poster.webp,1,designs.slider_media_id
930,bedroom-set-iron.webp,0,""
954,bedroom-set-jacqueline-namemark.webp,0,""
1012,bedroom-set-jacqueline-poster.webp,1,designs.slider_media_id
963,bedroom-set-jacqueline.webp,0,""
962,bedroom-set-loof-baby-card.webp,0,""
956,bedroom-set-loof-namemark.webp,0,""
974,bedroom-set-loof-poster.webp,1,designs.slider_media_id
968,bedroom-set-loof-teen-card.webp,0,""
931,bedroom-set-loof.webp,0,""
1360,bedroom-set-lorena-double-poster-1.webp,1,designs.slider_media_id
1343,bedroom-set-lorena-double-poster.webp,1,designs.hero_media_id
932,bedroom-set-lorena.webp,0,""
950,bedroom-set-lotus-namemark.webp,0,""
969,bedroom-set-lotus-poster.webp,1,designs.slider_media_id
933,bedroom-set-lotus.webp,0,""
961,bedroom-set-lukaplus-double-card.webp,0,""
955,bedroom-set-lukaplus-namemark.webp,0,""
973,bedroom-set-lukaplus-poster.webp,1,designs.slider_media_id
967,bedroom-set-lukaplus-teen-card.webp,0,""
934,bedroom-set-lukaplus.webp,0,""
1358,bedroom-set-mocha-teen-poster-1.webp,1,designs.slider_media_id
1348,bedroom-set-mocha-teen-poster.webp,0,""
935,bedroom-set-mocha.webp,0,""
1355,bedroom-set-nikan-bunk-poster-1.webp,1,designs.hero_media_id
1351,bedroom-set-nikan-bunk-poster.webp,1,designs.slider_media_id
957,bedroom-set-parla-baby-card.webp,0,""
